Municipio,Codigo_DANE,Documento,ID_Proyecto,Nombre_Proyecto,Codigos_MGA,Indicador de Producto(MGA),Productos,Especificidad,Vision_Regional,Impacto,Calificacion_Promedio,Justificacion
Cajicá,25126,SisPT – Plan indicativo - Productos,6-9,"Elaborar los estudios técnicos, ﬁnanciera, administrativos y jurídicos para la implementación del cobro de la plusvalía en los eventos permitidos por la Ley (incremento del valor del predio, por efecto de actos administrativos)","450302301, 400103900, 400104200, 400302001, 400302700","Plan de gestión del riesgo de desastres formulado; Vivienda de Interés Prioritario construidas; Vivienda de Interés Social construidas; Personas beneficiadas con proyectos que mejoran provisión, calidad y/o continuidad de los servicios de alcantarillado; Conexiones Intradomiciliarias apoyadas financieramente","271. Actualizar e implementar al 100% el plan de acción anual del Plan Municipal para la Gestión del Riesgo de Desastres; 49.Gestionar la adquisición de 1 predio para el desarrollo de un proyecto de Vivienda de Interés Prioritario; 50. Gestionar la construcción de 1 proyecto de Vivienda de Interés Prioritario y / o Social en el cuatrienio; 41. Elaborar e implementar 1 plan de cultura ciudadana sobre el cuidado de las redes de alcantarillado y el seguimiento y control a los establecimientos comerciales, industriales y especiales conectados. SRB orden 4.57; 28. Realizar 1 gestión con otros niveles de gobierno para desarrollar alternativas de abastecimiento municipal como concesión de aguas. SRB orden 4.34",2,1,2,1.67,"La especificidad es 2 porque los productos tienen relación temática con el proyecto, pero no cumplen con los requerimientos técnicos de forma clara. La visión regional es 1, ya que los productos son principalmente locales y no generan efectos significativos en otros municipios. El impacto es 2, dado que algunos productos contribuyen a la sostenibilidad, pero de manera limitada."
Cajicá,25126,SisPT – Plan indicativo - Productos,6-10,"Realización y ejecución de un plan de capacitaciones a nivel municipal dentro del concepto de economías de escala para el fortalecimiento de la capacidad administrativa y técnica de las diferentes secretarias municipales (secretarías de hacienda – dirección de control interno) ejecutado, liderado por la asociación de municipios.","250100401, 450203400, 450202200, 230107500, 450200110",Estrategias implementadas; Personas capacitadas; Sistemas de información implementados; Instancias formales y no formales de participación fortalecidas,"333. Establecer 1 estrategia anual de seguimiento, monitoreo, evaluación y rendición de cuentas del Plan de Desarrollo Municipal; 298. Implementar 1 estrategia anual de capacitación, formación y fortalecimiento de las Juntas de Acción comunal - JAC; 323. Implementar 1 Sistema Integral de Información - SII que permita consultar las diferentes actividades que realiza el Municipio de Cajicá; 300. Desarrollar 1 estrategia anual para la suscripción de Convenios Solidarios con las Juntas de Acción Comunal legalizadas",4,2,3,3.0,"El producto 333 tiene una relación directa con el objetivo del proyecto, lo que justifica un puntaje alto en especificidad. El producto 298 también es relevante, pero su enfoque es más específico a las JAC, lo que reduce su puntaje. Los otros productos tienen una relación más débil con el objetivo del proyecto, lo que se refleja en los puntajes más bajos."
Cajicá,25126,SisPT – Plan indicativo - Productos,6-11,"Diseño, desarrollo e implementación de mecanismos de rendición de cuentas e información administrativa y ﬁnanciera abierta a nivel provincial.","250100401, 450203200, 250101700, 450300201, 320200100",Estrategias implementadas; Documentos de lineamientos técnicos realizados; Políticas públicas de control y vigilancia fiscal con procesos de seguimiento realizados; Campañas de educación para la prevención y atención de desastres desarrolladas; Documentos de lineamientos técnicos realizados,"333. Establecer 1 estrategia anual de seguimiento, monitoreo, evaluación y rendición de cuentas del Plan de Desarrollo Municipal; 257. Implementar al 100% el plan de acción anual del Plan de Bienestar dirigido a los funcionarios de la Alcaldía Municipal; 334. Elaborar e Implementar 1 estrategia anual para el seguimiento, monitoreo, evaluación y rendición de cuentas de las políticas públicas y planes sectoriales del municipio; 273. Implementar 1 campaña anual en cultura de prevención y atención de desastres para la comunidad Cajiqueña; 10. Actualizar e implementar al 100% el plan de acción anual del SIGAM - Sistema de Gestión Ambiental Municipal - Agenda Ambiental para el municipio",4,2,3,3.0,"El puntaje de especificidad es 4 porque los productos seleccionados están directamente relacionados con la rendición de cuentas y cumplen con los requerimientos del proyecto. La visión regional se puntúa en 2 ya que algunos productos mencionan coordinación con actores supramunicipales, pero no abordan explícitamente otros municipios. El impacto se califica en 3 porque los productos tienen un efecto claro en la sostenibilidad regional."
Chía,25175,SisPT – Plan indicativo - Productos,1-1,Estudio de crecimiento de la huella urbana de los municipios de la provincia.,"400201600, 400201600, 390500600, 320600200, 170201700",Documentos de planeación elaborados; Documentos de planeación elaborados; Documentos de lineamientos técnicos realizados; Documentos de lineamientos técnicos realizados; Productores agropecuarios apoyados,META.143No personalizado; META.143No personalizado; META198Personalizado: Documentos de investigación elaborados; SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53; META.80Pesonalizado: Rutas agroecologías en torno a huertas autosostenibles de la ciudad región implementadas,1,1,1,1.0,La especificidad es baja (1) porque los productos no abordan directamente los requerimientos del proyecto. La visión regional también es baja (1) ya que no se menciona explícitamente la cooperación con otros municipios. El impacto es marginal (1) porque los productos no contribuyen significativamente a la sostenibilidad regional.
Chía,25175,SisPT – Plan indicativo - Productos,1-2,"Estudio para deﬁnir la estructura ecológica principal de la provincia (ecosistemas naturales, fuentes hídricas, áreas de protección, amenazas naturales y zonas de riesgo).","320600200, 320600300, 320800600",Documentos de lineamientos técnicos realizados; Pilotos con acciones de mitigación y adaptación al cambio climático desarrollados; Estrategias educativo ambientales y de participación implementadas,SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53; NO PERSONALIZACIÓN.META55; NO PERSONALIZACIÓN.META57,2,1,2,1.67,"La especificidad se justifica porque los productos tienen relación temática con el proyecto, pero no abordan directamente todos los requerimientos. La visión regional es baja ya que no se menciona cooperación con otros municipios. El impacto es modesto, ya que aunque contribuyen a la sostenibilidad, no abordan múltiples dimensiones de forma significativa."
Chía,25175,SisPT – Plan indicativo - Productos,1-3,"Estudios de vulnerabilidad ante los impactos observados y esperados del cambio climático, como son: inundaciones, sequías, ascenso del nivel del mar, aumento de la temperatura, disminución de las lluvias y de las fuentes de suministro de agua.",320600200,Documentos de lineamientos técnicos realizados,SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53,4,2,3,3.0,"El producto seleccionado aborda el objetivo del proyecto y cumple con varios requerimientos técnicos, justificando un puntaje alto en especificidad. Sin embargo, su visión regional es limitada ya que no menciona explícitamente otros municipios, y su impacto es claro pero no transformador, lo que justifica los puntajes asignados."
Chía,25175,SisPT – Plan indicativo - Productos,1-4,Armonización de los instrumentos de política pública relacionados con la gestión de recursos ambientales,"320600200, 450202200, 390500200",Documentos de lineamientos técnicos realizados; Instancias territoriales de coordinación institucional asistidas y apoyadas; Documentos de política elaborados,SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53; META226Personalizado: Programa implementado; META200Personalizado: Estrategias de apropiación realizada,4,3,4,3.67,"La especificidad es alta porque los productos abordan directamente el objetivo del proyecto y cumplen con varios de sus requerimientos. La visión regional es moderada, ya que algunos productos mencionan coordinación con actores supramunicipales. El impacto es significativo, ya que estos productos pueden contribuir a la sostenibilidad ambiental y social de la región a largo plazo."
Chía,25175,SisPT – Plan indicativo - Productos,1-5,Diseño de un Modelo Integral para la Ocupación Sostenible del Territorio de la Provincia Sabana Centro,320600200,Documentos de lineamientos técnicos realizados,SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53,4,2,3,3.0,"El producto aborda el objetivo del proyecto y cumple varios requerimientos técnicos, justificando un puntaje alto en especificidad. La visión regional es limitada, ya que no menciona explícitamente otros municipios, y el impacto es moderado, aunque relevante para la sostenibilidad."
Chía,25175,SisPT – Plan indicativo - Productos,1-6,Construcción de una agenda conjunta para la reducción de GEI y gestión del riesgo,"320600200, 320305000, 400302200",Documentos de lineamientos técnicos realizados; Áreas protegidas; Plan de Gestión Integral de Residuos Solidos implementado,SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53; Estrategias desarrolladasMETA50; META.61No personalizado,4,2,3,3.0,"Los productos seleccionados están alineados con los objetivos del proyecto, abordando la mitigación de GEI y la gestión del riesgo. La especificidad es alta para los lineamientos técnicos, mientras que la visión regional es moderada, ya que algunos productos no mencionan explícitamente su impacto en otros municipios. El impacto es significativo, pero no transformador."
Chía,25175,SisPT – Plan indicativo - Productos,1-7,Promoción y fortalecimiento del programa “Multiplicadores de Conciencia Ambiental”,"320601400, 450200113",Plántulas producidas; Estrategias de promoción a la participación ciudadana implementadas,SI PERSONALIZADO. Proyecto implementado META54; META255No personalizado,2,1,2,1.67,"La 'Plántulas producidas' tiene relación temática con el proyecto, pero no aborda directamente la participación ciudadana. Las 'Estrategias de promoción a la participación ciudadana implementadas' se alinean más con el objetivo del proyecto y tienen un impacto más claro en la sostenibilidad regional."
Chía,25175,SisPT – Plan indicativo - Productos,1-8,Formulación del proyecto Sistema de parques eco-turísticos y corredores verdes,"400201900, 400300900, 320305000",Espacio publico construido; Usuarios conectados a la red de servicio de acueducto; Áreas protegidas,META.129Personalizado: Parques cosntruidos; No personalizado. Meta 162. Beneficiar a 30.812 suscriptores de estratos 1 y 2 con el programa de mínimo vital de agua en el cuatrienio; Estrategias desarrolladasMETA50,1,1,1,1.0,"Los productos seleccionados tienen una relación muy lejana con el objetivo del proyecto, ya que no abordan directamente la ampliación de espacios públicos ni la integración del río Bogotá. Además, su impacto en la sostenibilidad regional es marginal."
Chía,25175,SisPT – Plan indicativo - Productos,1-9,Estudios y diseños del macro proyecto paisajístico Parque Lineal Río Bogotá,"320600200, 320600300, 320305000, 390500600, 400304700",Documentos de lineamientos técnicos realizados; Pilotos con acciones de mitigación y adaptación al cambio climático desarrollados; Áreas protegidas; Documentos de lineamientos técnicos realizados; Usuarios beneficiados con subsidios al consumo,"SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53; NO PERSONALIZACIÓN.META55; Estrategias desarrolladasMETA50; META198Personalizado: Documentos de investigación elaborados; No personalizado. Meta 163. Beneficiar a 133.339 suscriptores con subsidios de alcantarillado a estratos 1, 2 y 3",3,2,3,2.67,"La especificidad se justifica porque los productos abordan el objetivo del proyecto y cumplen varios requerimientos. La visión regional se limita a menciones de coordinación, sin un impacto claro en otros municipios. El impacto se considera positivo, ya que los productos contribuyen a la sostenibilidad en varias dimensiones."
Chía,25175,SisPT – Plan indicativo - Productos,1-10,Formulación de un programa regional para la gestión y aprovechamiento económico integral de residuos,"400304700, 400304704, 400300900",Usuarios beneficiados con subsidios al consumo; Usuarios beneficiados con subsidios al consumo del servicio de aseo; Usuarios conectados a la red de servicio de acueducto,"No personalizado. Meta 163. Beneficiar a 133.339 suscriptores con subsidios de alcantarillado a estratos 1, 2 y 3; META164No personalizado; No personalizado. Meta 162. Beneficiar a 30.812 suscriptores de estratos 1 y 2 con el programa de mínimo vital de agua en el cuatrienio",1,1,1,1.0,"Los productos seleccionados no abordan directamente la gestión de residuos, lo que justifica el puntaje bajo en especificidad. La visión regional es limitada ya que no se menciona la cooperación con otros municipios. El impacto sobre la sostenibilidad es marginal, dado que los productos no están diseñados para contribuir a la gestión de residuos."
Chía,25175,SisPT – Plan indicativo - Productos,1-11,Proyecto: Estudio de la calidad del agua en acueductos rurales de los municipios de la provincia,"400300900, 459900700, 459902800",Usuarios conectados a la red de servicio de acueducto; Índice de capacidad en la prestación de servicios de tecnología; Sistemas de información actualizados,No personalizado. Meta 162. Beneficiar a 30.812 suscriptores de estratos 1 y 2 con el programa de mínimo vital de agua en el cuatrienio; Personalizado: Herramientas implementadas. Meta 264. Estructurar un (1) Sistema de gestión para la administración del Talento Humano; META166Personalizado: Reportes de información,2,1,2,1.67,"Los productos seleccionados tienen relación temática con el proyecto, pero no cumplen todos los requerimientos técnicos. No se menciona explícitamente a otros municipios, limitando su visión regional. Contribuyen a la sostenibilidad de la calidad del agua, pero no de manera significativa."
Chía,25175,SisPT – Plan indicativo - Productos,2-1,Creación de una agencia de empleo con cobertura provincial,"330108701, 220105100, 410204900",Personas capacitadas; Sedes educativas nuevas construidas; Edificaciones de atención a la adolescencia y juventud adecuadas,META201Personalizado: Personas beneficiadas en los programas ofrecidos; META187No personalizado; NO PERSONALIZACIÓN.META4,2,1,2,1.67,"La especificidad es 2 porque los productos están relacionados con la capacitación y la infraestructura educativa, que son relevantes para el empleo. La visión regional es 1 ya que no se menciona explícitamente la cooperación con otros municipios. El impacto es 2 porque aunque contribuyen a la capacitación, su efecto en la sostenibilidad laboral es limitado."
Chía,25175,SisPT – Plan indicativo - Productos,2-2,Puesta en marcha de una oﬁcina de asesoría empresarial y apoyo a la formación en mecanismos de asociación para el desarrollo con cobertura para los once municipios de Sabana Centro,330108701,Personas capacitadas,META201Personalizado: Personas beneficiadas en los programas ofrecidos,4,1,2,2.33,"El producto 'Personas capacitadas' se alinea con el objetivo del proyecto al ofrecer formación a emprendedores, lo que justifica un puntaje alto en especificidad. Sin embargo, la falta de mención a otros municipios limita la visión regional, y el impacto en sostenibilidad es modesto, dado que se enfoca en la capacitación sin un enfoque claro en la sostenibilidad a largo plazo."
Chía,25175,SisPT – Plan indicativo - Productos,2-3,Llevar a cabo una consultoría para el establecimiento de una política de generación de valor agregado para las principales cadenas productivas.,"459900700, 459902800, 330108701, 350211800, 450300300",Índice de capacidad en la prestación de servicios de tecnología; Sistemas de información actualizados; Personas capacitadas; Instancias territoriales asistidas,Personalizado: Herramientas implementadas. Meta 264. Estructurar un (1) Sistema de gestión para la administración del Talento Humano; META166Personalizado: Reportes de información; META201Personalizado: Personas beneficiadas en los programas ofrecidos; META231Personalizado: Asistencias técnicas,3,1,2,2.0,"Los puntajes reflejan la relación de cada producto con los objetivos del proyecto. La especificidad se basa en la capacidad de los productos para cumplir con los requerimientos del proyecto, mientras que la visión regional y el impacto se evalúan en función de su alcance y contribución a la sostenibilidad."
Chía,25175,SisPT – Plan indicativo - Productos,2-4,Consolidación de la Red de Escenarios Multipropósito para la recreación y el esparcimiento por medio de la formulación e implementación de un Plan Maestro.,"320305000, 320600300, 400302200, 459900800, 220105000",Áreas protegidas; Pilotos con acciones de mitigación y adaptación al cambio climático desarrollados; Plan de Gestión Integral de Residuos Solidos implementado; Sede construida y dotada; Estudiantes con acceso a contenidos web en el establecimiento educativo,Estrategias desarrolladasMETA50; NO PERSONALIZACIÓN.META55; META.61No personalizado; No personalizado. Meta 134. Terminar la construcción del Centro de Administrativo Municipal CAM; META172Personalizado: Infraestructura educativa con conectividad,1,1,1,1.0,La especificidad es baja (1) porque los productos no abordan directamente el objetivo del proyecto. La visión regional también es limitada (1) ya que no se menciona cooperación con otros municipios. El impacto es bajo (1) porque los productos seleccionados no contribuyen significativamente a la sostenibilidad regional.
Chía,25175,SisPT – Plan indicativo - Productos,2-5,Diseño e implementación del plan estratégico de turismo de Sabana Centro,"320600300, 220105000, 459902800",Pilotos con acciones de mitigación y adaptación al cambio climático desarrollados; Estudiantes con acceso a contenidos web en el establecimiento educativo; Sistemas de información actualizados,NO PERSONALIZACIÓN.META55; META172Personalizado: Infraestructura educativa con conectividad; META166Personalizado: Reportes de información,2,1,2,1.67,"La especificidad es 2 porque los productos tienen relación temática con el turismo, pero no abordan directamente el objetivo del proyecto. La visión regional es 1, ya que los productos son principalmente locales y no generan un impacto significativo en otros municipios. El impacto es 2, dado que algunos productos pueden contribuir de manera modesta a la sostenibilidad regional."
Chía,25175,SisPT – Plan indicativo - Productos,2-6,Creación de un programa provincial para la implementación de los planes especiales de manejo y protección (PEMP) para la conservación y recuperación de centros históricos e inmuebles de valor arquitectónico en los municipios de la provincia.,"320305000, 320600300",Áreas protegidas; Pilotos con acciones de mitigación y adaptación al cambio climático desarrollados,Estrategias desarrolladasMETA50; NO PERSONALIZACIÓN.META55,2,2,3,2.33,"Los productos seleccionados tienen relación temática con la conservación y sostenibilidad, pero no abordan directamente los requerimientos del proyecto. Se reconoce su potencial impacto en la región y en la sostenibilidad a largo plazo."
Chía,25175,SisPT – Plan indicativo - Productos,3-1,Formulación y ejecución de proyecto para la prestación del servicio de acueducto a través de una ﬁgura empresarial de carácter regional,"400302500, 400302200",Proyectos de acueducto y alcantarillado en área urbana financiados; Plan de Gestión Integral de Residuos Solidos implementado,META.135Personalizado: Convenio celebrado; META.61No personalizado,4,2,3,3.0,"El producto de proyectos de acueducto y alcantarillado está directamente relacionado con el objetivo del proyecto, ya que busca mejorar el abastecimiento de agua. La visión regional es moderada, ya que aunque se enfoca en el área urbana, puede tener efectos en la región. El impacto es significativo, ya que contribuye a la sostenibilidad del recurso hídrico."
Chía,25175,SisPT – Plan indicativo - Productos,3-2,Elaboración del Plan Maestro de Movilidad de la Provincia que articule la movilidad entre los municipios y la ciudad capital.,"220105000, 459900800, 459900600, 459900700, 170201700",Estudiantes con acceso a contenidos web en el establecimiento educativo; Sede construida y dotada; Estudios de preinversión elaborados; Índice de capacidad en la prestación de servicios de tecnología; Productores agropecuarios apoyados,META172Personalizado: Infraestructura educativa con conectividad; No personalizado. Meta 134. Terminar la construcción del Centro de Administrativo Municipal CAM; No personalizado. Meta 261. Elaboración de Estudios y diseños de infraestructura comunal; Personalizado: Herramientas implementadas. Meta 264. Estructurar un (1) Sistema de gestión para la administración del Talento Humano; META.80Pesonalizado: Rutas agroecologías en torno a huertas autosostenibles de la ciudad región implementadas,1,1,1,1.0,"Los productos seleccionados tienen una relación temática con el proyecto, pero no abordan directamente los requerimientos del Plan Maestro de Movilidad. Por lo tanto, se les asigna un puntaje bajo en especificidad, visión regional e impacto, ya que su contribución a la sostenibilidad y a la movilidad integral es limitada."
Chía,25175,SisPT – Plan indicativo - Productos,3-3,"Estudios, diseños y construcción del tren de cercanías línea del norte","430103100, 459900600, 240211800",Estudios y diseños elaborados; Estudios de preinversión elaborados; Estudios de preinversión realizados,META224Personalizado: Estudios y diseños elaborados; No personalizado. Meta 261. Elaboración de Estudios y diseños de infraestructura comunal; META.109Personalizado: Estudios de preinversión realizados,4,2,3,3.0,"El producto 'Estudios y diseños elaborados' tiene una relación directa con el objetivo del proyecto, cumpliendo varios de sus requerimientos técnicos. La visión regional es moderada, ya que aunque se centra en Chía, puede tener implicaciones para otros municipios. El impacto es significativo al contribuir a la sostenibilidad mediante una mejor planificación del transporte."
Chía,25175,SisPT – Plan indicativo - Productos,3-4,Diseño y construcción de un centro de acopio,"400302200, 400201600, 320600200",Plan de Gestión Integral de Residuos Solidos implementado; Documentos de planeación elaborados; Documentos de lineamientos técnicos realizados,META.61No personalizado; META.143No personalizado; SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53,2,1,2,1.67,"Los productos seleccionados tienen relación temática con la mejora de la infraestructura y la sostenibilidad, aunque no cumplen todos los requerimientos del proyecto. La especificidad se justifica por su conexión indirecta, la visión regional es baja ya que no abordan otros municipios, y el impacto es limitado pero presente."
Chía,25175,SisPT – Plan indicativo - Productos,3-5,Actualización catastral de los municipios de Sabana Centro,"320600200, 220105000, 459903400, 459901800, 459900700",Documentos de lineamientos técnicos realizados; Estudiantes con acceso a contenidos web en el establecimiento educativo; Sedes dotadas; Documentos de lineamientos técnicos realizados; Índice de capacidad en la prestación de servicios de tecnología,SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53; META172Personalizado: Infraestructura educativa con conectividad; NO PERSONALIZACIÓN.META14; No personalizado. Meta 263. Realizar un (1) estudio de reorganización administrativa; Personalizado: Herramientas implementadas. Meta 264. Estructurar un (1) Sistema de gestión para la administración del Talento Humano,2,1,2,1.67,"La especificidad es 2 porque los productos tienen relación temática con el proyecto, pero no abordan directamente el objetivo. La visión regional es 1, ya que la mayoría de los productos son locales y no mencionan otros municipios. El impacto es 2, dado que algunos productos contribuyen de manera modesta a la sostenibilidad."
Chía,25175,SisPT – Plan indicativo - Productos,3-6,Transporte Público regional de pasajeros y carga (PROYECTO NUEVO),"320601400, 170201700, 390500200",Plántulas producidas; Productores agropecuarios apoyados; Documentos de política elaborados,SI PERSONALIZADO. Proyecto implementado META54; META.80Pesonalizado: Rutas agroecologías en torno a huertas autosostenibles de la ciudad región implementadas; META200Personalizado: Estrategias de apropiación realizada,2,1,2,1.67,"1. Especificidad (2): Los productos seleccionados tienen relación temática con el proyecto, pero no abordan directamente los requerimientos del transporte público. 2. Visión regional (1): Los productos son principalmente locales y no mencionan explícitamente la cooperación con otros municipios. 3. Impacto (2): Contribuyen de manera modesta a la sostenibilidad, pero su impacto es limitado y no transformador."
Chía,25175,SisPT – Plan indicativo - Productos,3-7,Ciclorutas de la Sabana Probogotá,"320600200, 330108701, 350203907",Documentos de lineamientos técnicos realizados; Personas capacitadas; Diseños realizados,SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53; META201Personalizado: Personas beneficiadas en los programas ofrecidos; META.91Personalizado: Rutas implementadas,2,1,2,1.67,"1. Especificidad (2): Los documentos de lineamientos técnicos son relevantes para la planificación, pero no abordan directamente la infraestructura ciclista. 2. Visión regional (1): Los productos son principalmente locales y no mencionan cooperación intermunicipal. 3. Impacto (2): Contribuyen a la sostenibilidad, pero su impacto en la movilidad ciclista es limitado."
Chía,25175,SisPT – Plan indicativo - Productos,4-1,Definición de determinantes de la salud priorizados para Sabana Centro y plan de intervención y monitoreo,"390500600, 330108701, 170201700",Documentos de lineamientos técnicos realizados; Personas capacitadas; Productores agropecuarios apoyados,META198Personalizado: Documentos de investigación elaborados; META201Personalizado: Personas beneficiadas en los programas ofrecidos; META.80Pesonalizado: Rutas agroecologías en torno a huertas autosostenibles de la ciudad región implementadas,2,1,2,1.67,"La especificidad se justifica por la relación temática de los productos con la salud, aunque no abordan directamente los requerimientos. La visión regional es baja porque pocos productos mencionan otros municipios. El impacto es moderado, ya que algunos productos pueden contribuir a la sostenibilidad a través de la capacitación."
Chía,25175,SisPT – Plan indicativo - Productos,4-2,"Consolidación del ecosistema de prevención, monitoreo y atención de salud mental de la provincia","330108701, 410102511, 320600200",Personas capacitadas; Personas víctimas con ayuda humanitaria; Documentos de lineamientos técnicos realizados,META201Personalizado: Personas beneficiadas en los programas ofrecidos; META250Personalizado: Programa; SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53,2,1,2,1.67,"La especificidad es 2 porque los productos tienen relación temática con la salud mental, pero no abordan directamente el objetivo del proyecto. La visión regional es 1, ya que los productos son principalmente locales y no mencionan otros municipios. El impacto es 2, dado que contribuyen de manera limitada a la sostenibilidad regional."
Chía,25175,SisPT – Plan indicativo - Productos,4-3,ProgramaPrograma telesalud para Sabana Centro telesalud para Sabana Centro,"459900700, 320600200, 170201700",Índice de capacidad en la prestación de servicios de tecnología; Documentos de lineamientos técnicos realizados; Productores agropecuarios apoyados,Personalizado: Herramientas implementadas. Meta 264. Estructurar un (1) Sistema de gestión para la administración del Talento Humano; SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53; META.80Pesonalizado: Rutas agroecologías en torno a huertas autosostenibles de la ciudad región implementadas,2,1,1,1.33,"1. Especificidad: 2, el producto apoya condiciones necesarias pero no es el objetivo directo del proyecto. 2. Visión regional: 1, el producto es principalmente local y su naturaleza podría generar efectos secundarios menores en municipios vecinos. 3. Impacto: 1, el producto tiene un efecto marginal sobre la sostenibilidad."
Chía,25175,SisPT – Plan indicativo - Productos,4-4,Diseño e implementación de estrategias de adaptación municipal para la implementación local de la Atención Primaria en Salud,"390500200, 330108701, 400302200",Documentos de política elaborados; Personas capacitadas; Plan de Gestión Integral de Residuos Solidos implementado,META200Personalizado: Estrategias de apropiación realizada; META201Personalizado: Personas beneficiadas en los programas ofrecidos; META.61No personalizado,2,1,2,1.67,"La especificidad se justifica porque los productos tienen relación temática con la atención en salud, pero no abordan directamente el objetivo del proyecto. La visión regional es baja ya que no se menciona explícitamente la cooperación con otros municipios. El impacto es moderado, ya que algunos productos pueden contribuir a la sostenibilidad, pero no de manera directa a la atención primaria."
Chía,25175,SisPT – Plan indicativo - Productos,4-5,"Implementación de la estrategia Ciudades, Entornos y Ruralidades Saludables (CERS), en Sabana Centro","330108701, 450200113, 170201700",Personas capacitadas; Estrategias de promoción a la participación ciudadana implementadas; Productores agropecuarios apoyados,META201Personalizado: Personas beneficiadas en los programas ofrecidos; META255No personalizado; META.80Pesonalizado: Rutas agroecologías en torno a huertas autosostenibles de la ciudad región implementadas,2,1,2,1.67,"La especificidad es 2 porque los productos tienen relación temática con la salud, pero no abordan directamente los requerimientos del proyecto. La visión regional es 1 ya que los productos son principalmente locales y no mencionan explícitamente otros municipios. El impacto es 2 porque los productos pueden contribuir a la sostenibilidad, pero de manera limitada."
Chía,25175,SisPT – Plan indicativo - Productos,5-1,Estudio y formulación de una estrategia de pertinencia educativa para la formación del capital humano en Sabana Centro,"220107400, 330108701, 459902900","Docentes y agentes educativos de educación inicial, preescolar, básica y media beneficiados con estrategias de mejoramiento de sus capacidades; Personas capacitadas; Espacios de integración de oferta pública generados",META183Personalizado: Estrategia fortalecida; META201Personalizado: Personas beneficiadas en los programas ofrecidos; META156Personalizado: Estrategia implementada,3,2,3,2.67,"La especificidad se justifica porque los productos seleccionados abordan el objetivo del proyecto de manera clara, aunque no todos los requerimientos son cumplidos. La visión regional se califica con 2, ya que algunos productos mencionan la cooperación con actores supramunicipales, pero no todos tienen un impacto claro en otros municipios. El impacto se califica con 3, dado que los productos pueden contribuir a la sostenibilidad regional, aunque no de manera transformadora."
Chía,25175,SisPT – Plan indicativo - Productos,5-2,Crear La Asociación de Instituciones de Educación Superior de Sabana Centro,"220105000, 330108701, 120200400",Estudiantes con acceso a contenidos web en el establecimiento educativo; Personas capacitadas; Entidades territoriales asistidas técnicamente,META172Personalizado: Infraestructura educativa con conectividad; META201Personalizado: Personas beneficiadas en los programas ofrecidos; META247Personalizado: Ciudadanos con servicio de justicia prestado,2,1,2,1.67,"1. Especificidad (2): Los productos seleccionados tienen relación temática con el objetivo del proyecto, pero no abordan directamente la creación de una red de IES. 2. Visión Regional (1): Los productos no mencionan explícitamente la cooperación con otros municipios, limitando su alcance regional. 3. Impacto (2): Contribuyen de manera modesta a la sostenibilidad educativa y social, pero no son transformadores."
Chía,25175,SisPT – Plan indicativo - Productos,5-3,"Reforzar los esquemas de coﬁnanciación para programas de pasantías y becas para estudiantes destacados, con apoyo de las universidades de Sabana Centro y el sector industrial de la provincia.","330108701, 220107400, 220105000","Personas capacitadas; Docentes y agentes educativos de educación inicial, preescolar, básica y media beneficiados con estrategias de mejoramiento de sus capacidades; Estudiantes con acceso a contenidos web en el establecimiento educativo",META201Personalizado: Personas beneficiadas en los programas ofrecidos; META183Personalizado: Estrategia fortalecida; META172Personalizado: Infraestructura educativa con conectividad,2,1,2,1.67,"La especificidad se justifica porque los productos seleccionados están relacionados con la capacitación y mejora educativa, pero no cumplen todos los requerimientos del proyecto. La visión regional es baja ya que no se menciona cooperación intermunicipal. El impacto es modesto, ya que aunque contribuyen a la educación, no son transformadores."
